manchete,subtitulo,texto,data_publicacao,autor,classificacao_etaria,categoria
Ea ipsum repellendus itaque a.,Dicta nihil expedita doloremque fugiat reiciendis porro.,Tempora est neque velit non ducimus porro. Aspernatur quis quo ut consequuntur labore totam accusamus. Eaque aspernatur nemo repellat enim nam reprehenderit. Saepe et non inventore maxime eos. Aliquid ipsum quae quasi deserunt est illo. Illum eum enim eos expedita fugiat.,2024-04-17,Gabriela Correia,12,Entretenimento
Voluptate dolorem natus ducimus accusantium.,Quo rem dolorem nobis culpa nam officia sint autem quidem pariatur quo.,Nulla quod aspernatur ea excepturi sequi possimus atque. A consectetur laborum ea. Doloribus quod numquam incidunt. Modi doloribus eius. Suscipit magnam omnis odio.,2024-03-31,Valentina Carvalho,14,Política
Expedita repudiandae porro.,Explicabo tempora corporis deleniti perspiciatis voluptatum impedit totam atque molestiae.,Expedita voluptate totam nisi voluptates rem ab. Nulla quos dolor id. Repellat id vel. Deleniti iusto reprehenderit asperiores ab iusto blanditiis. Maiores magnam quasi. Facilis nesciunt dignissimos earum.,2024-09-11,Valentina Moraes,16,Entretenimento
Corporis nisi error assumenda.,Asperiores ullam porro culpa illo fugit ducimus suscipit cumque sed.,Veritatis dicta dolores. Iusto qui occaecati commodi non. Consectetur soluta id reiciendis.,2024-08-04,Kaique das Neves,18,Esportes
Voluptate voluptatum sunt sapiente facilis.,Exercitationem assumenda quod aliquam suscipit non tempore possimus commodi odio.,Quod quas animi corrupti quisquam reprehenderit. Deleniti reiciendis eius expedita quae pariatur doloribus ratione. Cumque alias ad quisquam impedit.,2024-10-20,Brayan Lopes,0,Esportes
Totam consequuntur dolor.,Tenetur amet deserunt cumque beatae asperiores.,Quasi sunt delectus exercitationem. Ad necessitatibus fuga dolore. Nisi quidem veniam reprehenderit aspernatur id odio. Eveniet soluta sit non.,2024-07-12,Mariana Sampaio,16,Economia
Totam quaerat laborum aliquam cumque.,Quia recusandae adipisci nisi quod eligendi magni.,Facilis animi corporis dolorem. Explicabo vitae sed rem est veritatis autem. Omnis nam ipsa officia temporibus laboriosam.,2024-05-12,Dra. Olívia Sousa,10,Economia
Dignissimos ea eaque autem dignissimos fugiat.,Numquam vel sint aliquam quidem quasi aperiam officiis culpa vitae.,Voluptas temporibus ducimus quidem dolor voluptatem. Excepturi atque tempore quibusdam. Molestias impedit dolores mollitia tempore dignissimos. Quo totam ex a modi exercitationem. Neque modi laboriosam deserunt modi.,2024-02-07,Sr. Antônio Dias,14,Política
Perferendis nulla magni omnis saepe atque hic omnis.,Inventore expedita est pariatur repellat laborum magnam deserunt totam voluptatibus reiciendis laboriosam enim.,Quo numquam architecto fugiat delectus dicta. Accusantium a sunt sed. Nam nam nam. Quia eum quo laborum ipsum odio deleniti.,2024-10-05,Ian Cassiano,12,Esportes
Ipsa magnam itaque distinctio laborum hic laudantium.,Iusto distinctio sequi vero reprehenderit dolorum provident veritatis natus reiciendis quos voluptate.,Sequi earum dolor doloribus nostrum aperiam animi quod. Dolorem fugit dolor mollitia eveniet eaque. Non doloremque repellat cumque. Ratione deserunt voluptatibus accusamus quam labore. Corporis sunt impedit molestias. Tempora totam magni aperiam unde quia labore.,2024-10-17,Benicio Aparecida,18,Economia
Rerum distinctio voluptate omnis animi aut.,Molestiae rerum ut nam culpa esse laudantium vitae saepe iure quia quidem quos.,Quis quibusdam deserunt quidem. Cupiditate pariatur impedit dignissimos amet. Quam unde est fugiat optio totam. Consequatur laboriosam a veniam pariatur libero rem.,2024-02-16,Arthur Gabriel Lima,0,Ciência
Dolores amet labore illum.,Vel deleniti eveniet repellendus iure hic saepe expedita delectus eaque qui culpa.,Sequi blanditiis nulla incidunt soluta numquam officia laboriosam. Perferendis alias totam dolorum unde nobis. Atque deleniti culpa. Vitae rem rem suscipit a aliquid voluptate.,2024-08-22,Manuella Ribeiro,12,Economia
Expedita vitae delectus quibusdam sed.,At ratione quaerat et adipisci distinctio optio esse dignissimos voluptate fuga itaque.,Dolor adipisci animi voluptatum modi. Recusandae commodi sapiente quisquam. Voluptate deleniti culpa. Labore facere ad tenetur ipsam. Consequuntur pariatur vero enim minus neque officia.,2024-10-17,Daniel Souza,0,Entretenimento
Quam culpa sint unde nemo nam.,Saepe earum vitae doloremque maxime ratione.,Odit nemo necessitatibus rem animi. Vero fugiat reiciendis quisquam totam error praesentium. Repellendus aut consequuntur accusamus ad officiis.,2024-04-09,Rodrigo Porto,14,Entretenimento
Dolore dolor ullam cupiditate tenetur vero.,Explicabo expedita sapiente delectus distinctio esse cumque.,Facilis quisquam molestias fugit minus. Blanditiis praesentium vero tempore similique nesciunt nemo ullam. Expedita sunt labore dolorem provident sapiente ipsum. Non ipsum aut. Odio placeat rerum voluptatum laudantium unde aperiam. Reiciendis quisquam in porro. Incidunt quas recusandae.,2024-10-17,Sr. Daniel Gonçalves,16,Entretenimento
Quo eum hic velit rerum.,Delectus magni magni quidem id necessitatibus cumque ipsum sit ab.,Asperiores natus illo aliquid sit. Atque itaque aliquam accusamus aut. Nisi enim fuga iure inventore modi pariatur. Sapiente quisquam repellat quia. Quod doloremque dolorum modi esse voluptatum. Modi numquam quos eveniet a voluptatum.,2024-10-23,Rebeca Moura,16,Esportes
Soluta porro aliquam mollitia amet labore.,Consequuntur eos fugit consequatur veniam eaque natus alias consequatur laudantium eius.,Illum nihil quia. Excepturi accusamus voluptas dicta facilis aliquam quasi. Delectus iure possimus.,2024-09-26,Kevin Abreu,0,Política
Optio nam eveniet minus cupiditate.,Alias expedita et facilis nobis nostrum illo.,Magni odit sit temporibus. Quis dolorem praesentium cupiditate voluptatibus. Quam facilis fuga. Facilis beatae fugit vitae in perferendis molestiae. Quae amet tempora a.,2024-08-20,Vitor Hugo Farias,18,Entretenimento
Ullam explicabo aliquam quasi fuga sunt ratione.,Nam ab earum dicta tempore non dignissimos possimus natus optio.,Eaque sit delectus exercitationem. Earum sit aspernatur nisi nihil ullam. Dolores exercitationem consectetur numquam. Sunt quasi temporibus quia vel illo animi. Maxime quae officia facilis provident reiciendis. Consequuntur ut consequuntur sed.,2024-04-26,Leandro Vieira,0,Tecnologia
Doloribus laborum corporis libero ratione.,Odio atque voluptatibus inventore esse vel reiciendis modi illum.,Voluptas natus quidem rerum totam. Pariatur odio quisquam atque vel. Possimus fuga eveniet sunt doloremque. Velit quisquam beatae deleniti consequatur porro velit. Itaque porro voluptates ratione voluptatem.,2024-06-16,Sr. Gustavo Carvalho,0,Entretenimento
Rem aliquam ipsam corporis provident.,Similique dolorum omnis rem deserunt maiores beatae.,Aliquam reprehenderit et consequatur doloribus enim ab. Nesciunt esse corporis delectus. Odit minima voluptatem vel impedit doloremque. Aperiam fugiat ratione doloribus accusantium facere ab beatae. Soluta illo quos ullam quidem.,2024-11-21,Dr. João Casa Grande,14,Esportes
Fugiat laboriosam recusandae dolores porro delectus fugiat.,Dolores repellendus itaque magni repellendus dolore magni sed ducimus.,Natus iure fuga rerum ut provident. Officiis maiores praesentium ratione. Optio nemo dolor dolores recusandae.,2024-01-01,Rodrigo Sales,12,Tecnologia
Voluptatum cupiditate nihil modi veritatis vitae rem deserunt.,Illo quos nisi blanditiis magni perferendis exercitationem nesciunt magnam nulla laudantium quos iste.,Nostrum et iusto rerum optio fugit eius. Explicabo suscipit animi ipsam dolores dolorem nesciunt illo. Nihil laborum corrupti aspernatur quisquam veniam aut. Tempora omnis dolorum cupiditate suscipit ab. Beatae deserunt labore odit voluptates totam mollitia.,2024-03-30,Henry Fogaça,16,Tecnologia
Quas aspernatur corrupti ducimus aliquam.,Corporis sed recusandae minima voluptate recusandae pariatur exercitationem laudantium laboriosam nisi delectus inventore.,Quis cupiditate quisquam illo. Quis vitae esse beatae earum deserunt. Quidem repellat tempore asperiores nisi.,2024-01-20,Pietro Almeida,18,Política
Provident maxime occaecati quam officia.,Qui quod iusto temporibus adipisci vero distinctio modi natus nemo.,Amet aspernatur veniam veniam itaque sed quos. Ratione nesciunt nobis odit quasi aspernatur quis non. Voluptatem iste saepe inventore laborum harum.,2024-03-31,Aylla Aparecida,10,Política
Harum nesciunt explicabo exercitationem quia suscipit.,Commodi dolorem dignissimos maiores earum aliquam deleniti velit.,Error nobis facere sapiente. Reprehenderit eius hic dolorem. Voluptatem omnis rerum minus a numquam. Vero vel vero doloremque at repudiandae. Harum hic ducimus. Nam ex adipisci quis eos totam harum.,2023-12-31,Enzo Pacheco,18,Política
Dignissimos dolore enim eius.,Dolorem eaque animi illum voluptate incidunt.,Eaque facere nam culpa exercitationem saepe. Molestiae itaque architecto assumenda voluptatem aliquam aliquam. Optio quasi corrupti ipsum atque inventore. Magnam ducimus cupiditate ipsa explicabo. Iure facilis earum maxime vel autem.,2024-02-25,Ana Laura Ramos,18,Tecnologia
Excepturi eaque illo esse et dicta voluptatibus hic.,Debitis distinctio minima suscipit odio nobis nihil.,Eum adipisci et totam blanditiis a placeat. Itaque architecto explicabo molestiae eius voluptatibus veniam. Velit distinctio voluptates ad. Suscipit ea atque eligendi impedit officiis tenetur.,2024-09-18,Rebeca Barbosa,16,Entretenimento
Quibusdam explicabo sequi expedita aliquam.,Commodi optio blanditiis perferendis ab in quo.,Quidem modi soluta ex earum. Explicabo modi corporis harum omnis molestias. Autem debitis error illo ducimus.,2024-05-20,Vitor Gabriel Garcia,14,Tecnologia
Expedita molestiae doloremque ipsa minima minus accusantium molestias.,Id facilis molestiae occaecati dolorum eos dolor hic cum pariatur temporibus natus.,Sunt natus recusandae quidem sapiente veniam nostrum. Quaerat praesentium architecto error. Suscipit aliquam perspiciatis veritatis. Amet ratione dicta quisquam qui ducimus. Illo pariatur placeat optio alias cum perferendis unde. Voluptatum enim earum.,2024-07-11,João Pires,16,Ciência
Quae magni praesentium nesciunt.,Cum iusto ea aspernatur fuga fugiat perspiciatis impedit dolore omnis.,Laborum eligendi dolor ullam voluptatum doloremque voluptates. Et corporis doloribus eos deserunt illo quo. Repudiandae animi sapiente culpa.,2024-11-27,Luiz Otávio Nunes,0,Ciência
Perspiciatis sapiente deserunt neque veniam.,Aperiam sit ad doloremque in non exercitationem amet aperiam eveniet sint saepe.,Eius officia deleniti quas omnis incidunt. Quasi ut quod voluptatem minima reiciendis. Similique placeat aperiam est. Odio dolore est repudiandae repellat possimus sed. Quam voluptatibus nihil pariatur quae impedit alias.,2024-11-17,Davi Lucas Nogueira,12,Entretenimento
Temporibus fugiat deleniti odit.,Blanditiis rerum autem nulla cum minus totam voluptatem corporis tenetur esse molestiae omnis.,Praesentium voluptatum eum aut officiis. Beatae ea distinctio maiores impedit ea ab. Eius praesentium tempore dolorum commodi quo minus. Rem sequi architecto officia temporibus id atque.,2024-09-05,Maysa Vieira,0,Tecnologia
Sit unde aperiam laborum eos.,Doloremque voluptatum eaque molestias natus et.,Debitis impedit repudiandae odit temporibus. Voluptatibus enim dolor deserunt necessitatibus ea. Placeat at praesentium beatae. Culpa voluptatibus quae est accusamus quisquam.,2024-04-14,Murilo Siqueira,14,Tecnologia
Quam officia aut adipisci quia.,Ut delectus nobis vel dolores tempora inventore corporis ducimus ratione laudantium harum.,Numquam eius dolor autem. Possimus eaque cupiditate velit id earum. Accusamus corrupti fugiat in. Quis consequatur officiis doloribus molestiae natus atque harum. Voluptates minus impedit est vel. Voluptate aspernatur optio consequatur necessitatibus aperiam.,2024-10-06,Lívia da Paz,0,Ciência
Quidem temporibus corrupti maiores ipsum sed.,Nihil autem vitae harum tenetur expedita ducimus architecto deleniti molestiae enim earum nam.,Molestias asperiores occaecati reprehenderit natus dignissimos. Quibusdam illum minus facilis sequi atque distinctio. Hic odit sed beatae voluptate beatae doloremque. Blanditiis non asperiores. Error rerum iste in libero alias molestias. Velit rerum consequatur dolor alias tempora soluta impedit.,2024-04-10,Olivia Souza,12,Economia
Ad voluptate totam nihil non debitis vel itaque.,Excepturi recusandae alias sunt voluptates libero dolor eveniet.,Exercitationem et assumenda excepturi dignissimos fugit. Tempore ad reprehenderit qui accusantium adipisci. Ut sapiente minus eum dolore quos alias. Ex sit mollitia architecto quidem officia aut.,2024-09-20,Stella Azevedo,12,Ciência
Saepe dolorum corporis aut sequi.,Quibusdam tempora voluptate repellendus cumque voluptas explicabo aspernatur.,Totam non vero hic. Excepturi eligendi assumenda molestiae velit officia rem. Saepe deleniti recusandae vitae illum. Amet dolore fugit dicta nobis omnis accusantium sint. Commodi soluta totam ad voluptatum tempora.,2023-12-16,Dr. João Pedro Sampaio,10,Ciência
Id ipsum temporibus nemo dolore.,Aperiam at at vel libero quam delectus minima.,Quae est eveniet culpa tempora dolores. Quisquam dolorum voluptatibus deleniti sapiente amet. Itaque assumenda beatae nesciunt ab in totam. Illo placeat hic quibusdam accusamus suscipit cum. Dolor vel commodi soluta inventore.,2024-06-22,Ana Lívia Azevedo,14,Economia
Asperiores minima ducimus hic ipsum deserunt nam expedita.,Tempore ipsum occaecati dicta amet illum.,Cumque cupiditate in eum itaque beatae. Exercitationem doloremque enim alias. Quibusdam magnam repudiandae dolor ullam. Ipsa sit pariatur expedita neque quo. Magni quaerat neque ea.,2024-06-19,Augusto Aparecida,16,Política
Eveniet iste exercitationem ratione similique modi.,Odio quibusdam autem fugiat illo ea.,Magni doloribus necessitatibus aliquam aut. Eos deleniti maiores temporibus itaque corporis. Iste facere necessitatibus beatae temporibus earum quidem.,2024-06-08,Emanuel Garcia,12,Política
Sapiente delectus debitis autem esse.,Minima voluptate odio atque natus minus nesciunt voluptas in dolorem quaerat.,Culpa expedita impedit ea delectus rerum laboriosam nisi. Ex facilis eligendi suscipit distinctio. Ratione doloremque quam.,2024-02-16,Olívia Almeida,14,Ciência
Perspiciatis nemo libero exercitationem doloribus sit unde.,Sunt iste ab porro quisquam adipisci occaecati libero.,Doloremque odio eaque unde quas. Quae nulla quaerat veniam voluptatibus quam. Dolorem fuga vitae repellat deleniti. Corrupti fuga molestias voluptas. Libero molestiae incidunt possimus ipsum at rerum doloribus. Non excepturi assumenda reiciendis consectetur.,2024-06-12,Lavínia Barbosa,10,Tecnologia
Necessitatibus deleniti dolorum tenetur deserunt.,Eligendi deserunt tempora maxime occaecati fuga.,Magni labore repellat repellat. Mollitia culpa vel quam. Omnis vel quas perferendis ducimus. Voluptas id ipsa totam. Repudiandae eos nulla molestias dolore itaque.,2024-09-28,Eduardo Barros,12,Tecnologia
Nobis iusto ipsa.,Ut officia quod ducimus rerum dicta eligendi perspiciatis facilis.,Nisi amet consequuntur fugiat dolorum ipsa labore dolores. Quod veniam corrupti quibusdam quod esse occaecati. Mollitia dicta nulla optio iure. Dolore voluptates facere.,2024-01-19,Gabrielly Correia,18,Ciência
Culpa accusamus error iste modi.,Harum aperiam magni aliquid unde dolorem nulla.,Voluptate provident est ullam eos numquam enim dolores. Consequatur harum veritatis sed numquam molestiae. Sapiente ut maiores nulla non pariatur.,2024-05-31,Stephany Borges,14,Esportes
